PROCESSO,COD_ASSUNTO,ASSUNTO,DESIGNACAO,TITULO,DATA_ABERTURA_PROCESSO
2.6.17.380.1996.7-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,C.T. VIASA VENEZOLANA INTERNACIONAL DE AVIACION,1996.04.02 00:00:00
2.6.16.381.1996.7-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,ESTATUTOS DA CT,1996.04.02 00:00:00
2.4.15.891.1996.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS TRAB. DA IND. CORTICEIRA DO SUL,1996.07.08 00:00:00
2.4.15.898.1996.8-DRCOT,128,PUBLICAÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,C.GERENTES 1996/98 SIND.DOS OPERÁRIOS CORTICEIROS DO NORTE,1996.07.10 00:00:00
2.4.15.899.1996.0-DRCOT,128,PUBLICAÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"C.GERENTES 1966/1999 FED. DOS SIND. DA QUÍMICA, FARMACÊUTICA, P. E GÁS",1996.07.10 00:00:00
2.4.14.900.1996.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"ALT. DE EST. DA FED. DOS SIND. DA Q. FARM., PETRÓLEOS E GÁS",1996.07.10 00:00:00
2.5.13.901.1996.1-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,CONST. DA CONF. PORTUGUESA DAS PEQUENAS E MÉDIAS EMPRESAS - CPME,1996.07.10 00:00:00
2.5.15.902.1996.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,C.GERENTES 1996/1999 DA CONF. PORTUGUESA DAS P.M. EMPRESAS - CPME,1996.07.10 00:00:00
2.6.14.903.1996.5-DRCOT,132,ESTATUTOS,ALT. ESTATUTOS C. TRAB.,CT. DA EMPRESA DE MANUTENÇÃO DE EQUIPAMENTO FERROVIÁRIO,1996.07.02 00:00:00
2.6.17.904.1996.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT. EMPRESA DE MANUTENÇÃO DE EQUIPAMENTO FERROVIÁRIO,1996.07.02 00:00:00
2.6.17.905.1996.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,C.T.DOS SERVIÇOS DE ACÇÃO SOCIAL DA UNIVERSIDADE DE COIMBRA (S.A.S.U.C.) - FUNÇÃO PÚBLICA -,1996.07.04 00:00:00
2.6.17.910.1996.6-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,ELEIÇÃO DE UM REPRESENTANTE DOS TRAB.NO CONSELHO DA AUDITORIA DO BANCO DE PORTUGAL,1996.05.06 00:00:00
2.5.14.42.1997.8-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL,1997.01.21 00:00:00
2.6.17.1400.1996.1-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,C.T. DO BANCO ESPÍRITO SANTO E COMERCIAL DE LISBOA,1997.01.21 00:00:00
2.4.15.44.1997.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS ENFERMEIROS PORTUGUESES,1997.01.22 00:00:00
2.6.16.45.1997.5-DRCOT,132,ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"CONSTITUIÇÃO DA CT. MORAIS,ISSAC,SANTOS & MESQUITA-FAB.ASSIST. MET. E PROJ.IND.,S.A.",1997.01.23 00:00:00
2.5.13.48.1997.4-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,APICER-ASS. PORTUGUESA DA INDÚSTRIA DE CERÂMICA,1997.01.23 00:00:00
2.4.14.49.1997.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIND. DA CARREIRA DE INVESTIGAÇÃO E FISCALIZAÇÃO DDO SERVIÇO DE ESTRANG. E FRONTEIRAS,1997.01.23 00:00:00
2.5.14.50.1997.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,"ASSOC DOS RESTAURANTES, CAFÉS E SIMILARES DO NORTE DE PORTUGAL",1997.01.24 00:00:00
2.4.15.51.1997.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS FUNCIONÁRIOS PARLAMENTARES,1997.01.24 00:00:00
2.6.17.529.1997.4-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT DA RADIOTELEVISÃO PORTUGUESA,SA",1997.05.15 00:00:00
2.5.15.530.1997.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,TRIÉNIO 1997/1999-APAP,1997.05.15 00:00:00
2.6.17.532.1997.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"PLASQUISA, S.A.",1997.05.13 00:00:00
2.6.17.533.1997.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CÍRCULO DE LEITORES,1997.05.09 00:00:00
2.6.17.534.1997.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"RARET - SOC. DE RÁDIO RETRANSMISSÕES, LDª.",1997.05.15 00:00:00
2.5.15.535.1997.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC. COMERCIAL DA PÓVOA DO VARZIM,1997.05.15 00:00:00
2.4.15.536.1997.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS TRAB. DAS IND. ALIMENTARES DA BEIRA INTERIOR,1997.05.07 00:00:00
2.6.17.539.1997.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,INTITUTO DE METEOROLOGIA E GEOFÍSICA (F. PÚBLIC),1997.05.16 00:00:00
2.4.15.548.1997.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DAS IND. ELÉCTRICAS DO SUL EILHAS,1997.05.19 00:00:00
2.5.15.554.1997.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS.PORTUGUESA DE BANCOS,1997.05.20 00:00:00
2.6.17.555.1997.3-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,PROCESSO ELEITORAL DA DURACRAFT IBÉRICA,1997.05.20 00:00:00
2.5.14.557.1997.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASS.COMERCIAL E IND. DA FIGUEIRA DA FOZ,1997.05.20 00:00:00
2.4.15.558.1997.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,TRIÉNIO 1997/99 - ADIPA,1997.05.20 00:00:00
2.4.15.559.1997.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"ASS. COM.DE ARM.,BIC.,ARTI.DESP.P.P.ART.ESC.Q.B.A. E TAB.DE LX",1997.05.20 00:00:00
2.6.17.560.1997.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"1996/1999-AMADORA,DAMAIA, 1170 E 1250(ESTAÇÕES)",1997.05.20 00:00:00
2.4.15.563.1997.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. NAC. DOS TRAB. DAS TELECOMUNICAÇÕES E AUDIOVISUAL - SINTTAV,1997.05.21 00:00:00
2.5.15.570.1997.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APC-ASS. PORT. DE SOCIEDADES CORRETORAS E FINANCEIRAS DE CORRETAGEM,1997.05.21 00:00:00
2.5.14.269.1996.0-DRCOT,51,AGÊNCIAS DE VIAGEM E DE TURISMO,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ALTERAÇÃO DE ESTATUTOS,1996.03.14 00:00:00
2.4.15.270.1996.1-DRCOT,18,IND. DO CALÇADO,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND. DOS OPERÁRIOS DA INDÚSTRIA DE CALÇADO, MALAS E AFINS DOS DISTRITOS DE AVEIRO E COIMBRA",1996.03.05 00:00:00
2.6.17.275.1996.1-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,ELEIÇÃO DA C.T. DA J.B. CARDOSO,1996.03.14 00:00:00
2.4.15.281.1996.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,CORPOS GERENTES PARA 1996/1998,1996.03.15 00:00:00
2.4.13.282.1996.2-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,SIND. NAC. DOS TÉCNICOS DE EMPREGO,1996.03.14 00:00:00
2.6.16.283.1996.8-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,CONSTITUIÇÃO DA CT,1996.03.15 00:00:00
2.4.15.287.1996.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ELEIÇÃO DE CORPOS GERENTES DO SINDICATO DOS TRABALHADORES DA AVIAÇÃO E AEROPORTOS,1996.03.18 00:00:00
2.6.17.288.1996.5-DRCOT,54,INTERMEDIAÇÃO FINANCEIRA,ELEIÇÃO DE COM. DE TRABALHADORES,"CT. DO BANCO NACIONAL ULTRAMARINO, SA",1996.03.12 00:00:00
2.4.15.289.1996.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,CORPOS GERENTES 1996/1999,1996.03.18 00:00:00
2.6.17.296.1996.4-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,ELEIÇÃO DA C.T. EUROMEC,1996.03.19 00:00:00
2.4.14.298.1996.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIND. DOS ENGENHEIROS DA MARINHA MERCANTE - SEMM,1996.03.11 00:00:00
2.4.18.300.1996.7-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SINDHAT - SIND. DEM. DA HOTELARIA, ALIMENTAÇÃO E TURISMO",1996.03.18 00:00:00
2.5.14.36.1995.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DOS ARMAZENISTAS DE PAPEL,1996.03.20 00:00:00
2.6.17.308.1996.7-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"PROCESSO ELEITORAL DA C.T.(JOSÉ ALBERTO CARVALHO ARAÚJO, S.A.)",1996.03.20 00:00:00
2.6.17.309.1996.8-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,PROCESSO ELEITORAL DA C.T. -MUNDIAL CONFIANÇA,1996.03.20 00:00:00
2.4.13.846.1996.8-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB. DAS IND. DE CELULOSE, PAPEL, GRÁFICA E IMPRENSA",1996.06.27 00:00:00
2.4.18.847.1996.5-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"FEDERAÇÃO PORTUGUESA DOS SIND.DAS IND.DE CELULOSE, PAPEL, GRÁFICA E IMPRENSA",1996.06.27 00:00:00
2.4.18.848.1996.6-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB.DAS IND. DE CELULOSE, FABRICAÇÃO E TRANSFORMAÇÃO DO PAPEL, GRÁFICA E IMPRENSA DO SUL E ILHAS",1996.06.27 00:00:00
2.4.18.849.1996.7-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB. DAS IND. DE CELULOSE, FABRICAÇÃO E TRANSFORMAÇÃO DO PAPEL, GRÁFICA E IMPRENSA DO NORTE",1996.06.27 00:00:00
2.4.18.850.1996.8-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB. DAS IND. DE CELULOSE, FABRICAÇÃO E TRANSFORMAÇÃO DO PAPEL, GRÁFICA E IMPRENSA DO CENTRO",1996.06.27 00:00:00
2.5.13.39.1995.2-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,CONST. DA FEDERAÇÃO PORTUGUESA DAS RÁDIOS PRIVADAS,1996.07.02 00:00:00
2.6.17.855.1996.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT CRISAL-CRISTAIS DE ALCOBAÇA, SA",1996.07.02 00:00:00
2.6.17.856.1996.6-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"ELEIÇÃO DA MANUEL PEREIRA ROLDÃO E FILHOS, LDA",1996.07.02 00:00:00
2.5.14.857.1996.3-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,AIP - ASSOC. DOS INDUSTRIAIS DE PRÓTESE,1996.07.02 00:00:00
2.6.14.858.1996.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"ALTERAÇÃO DE ESTATUTOS DA CAMINHOS DE FERRO PORTUGUESES, E.P.",1996.07.02 00:00:00
2.6.17.859.1996.0-DRCOT,428,ESTRUTURA REPRESENTATIVA DOS TRABALHADORES/COMISSÃO DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"COMISSÃO E SUBCOMISSÕES CAMINHOS DE FERRO PORTUGUESES, E.P.",1996.07.02 00:00:00
2.6.17.1020.1998.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT IND. DE CONDUTORES ELÉCTRICOS E TELEF. F. CUNHA BARROS, SA",1998.07.08 00:00:00
2.6.17.1021.1998.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT-BANCO PORTUGUÊS DO ATLÂNTICO,1998.07.08 00:00:00
2.4.15.1022.1998.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS TRAB. DE ESC. COM. HOT. E SERVIÇOS,1998.07.08 00:00:00
2.4.14.1023.1998.8-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SIND. DOS TRAB. DE ESC.. COM., HOTELARIA E SERVIÇOS",1998.07.08 00:00:00
2.6.17.1025.1998.6-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT E SUB-CT DA SOREL,1998.07.09 00:00:00
2.6.17.1026.1998.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CC DAS CT'S DO GRUPO PORTUCEL,1998.07.09 00:00:00
2.5.13.1027.1998.3-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,ANACARD-ASS. NAC. DE CARDIOLOGISTAS,1998.07.09 00:00:00
2.5.13.1028.1998.4-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,PACTA-ASS. PORT. DE EMPRESAS DE ANIMAÇÃO CULTURAL E TURISMO DE NATUREZA E AVENTURA,1998.07.09 00:00:00
2.4.13.1033.1998.8-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,"CESP - SIND. DOS TRAB. DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL",1998.07.10 00:00:00
2.4.15.1034.1998.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"CESP - SIND. DOS TRAB. DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL",1998.07.10 00:00:00
2.4.18.1036.1998.7-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"CESL - SIND. DOS TRAB. DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DO DIST. DE LISBOA",1998.07.10 00:00:00
2.4.18.1037.1998.8-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"CESSUL - SIND. DOS TRAB. DO COMÉRCIO, ESCRIT. E SERVIÇOS DO SUL",1998.07.10 00:00:00
2.4.18.1039.1998.1-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB. DE ESCRITÓRIO, COMÉRCIO E SERVIÇOS DO DIST. DE VISEU - SINDECS",1998.07.10 00:00:00
2.4.18.1040.1998.2-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,SIND. DOS PROFISSIONAIS DE ESCRITÓRIO E COMÉRCIO DA GUARDA,1998.07.10 00:00:00
2.4.18.1041.1998.3-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,SIND. DOS TRAB. DO COMÉRCIO E ESCRITÓRIO DO DIST. DE CASTELO BRANCO,1998.07.10 00:00:00
2.4.18.1042.1998.4-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB. DO COMÉRCIO, ESCRITÓRIO, E SERVIÇOS DO DIST. DE COIMBRA",1998.07.10 00:00:00
2.4.18.1044.1998.6-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS TRAB. DO COMÉRCIO, ESCRITÓRIO E SERVIÇOS DO DIST. DE LEIRIA",1998.07.10 00:00:00
2.4.18.1046.1998.8-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,SIND. DOS TRAB. DO COMÉRCIO E SERVIÇOS (DIST. DE SNATARÉM),1998.07.10 00:00:00
2.5.14.1050.1998.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASS. COM. E IND. DE GONDOMAR,1998.07.13 00:00:00
2.5.15.1051.1998.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ANCAVE,1998.07.13 00:00:00
2.4.15.1052.1998.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS PROF. DA ZONA CENTRO,1998.07.13 00:00:00
2.6.17.1053.1998.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CENTRO REGIONAL DA SEG. SOCIAL DO NORTE,1998.07.13 00:00:00
2.6.17.1054.1998.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE COM. DE TRABALHADORES,CT SERVIÇOS DE ACÇÃO SOCIAL DA UNIVERSIDADE DE COIMBRA,1998.07.13 00:00:00
2.4.15.1055.1998.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS OPER. CORTICEIROS DO NORTE,1998.07.13 00:00:00
2.6.17.1056.1998.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CC DAS CT'S DE TRAB. DO DISTRITO DO PORTO,1998.07.13 00:00:00
2.6.17.1057.1998.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE COM. DE TRABALHADORES,CT VIAÇÃO COSTA E LINO. LDª,1998.07.13 00:00:00
2.6.17.64.1999.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT SANDVIK OBERGUE LIMAS E MECÂNICA, LDA",1999.01.22 00:00:00
2.5.14.66.1999.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASS. COM. E IND. DE VILA N. DE GAIA,1999.01.22 00:00:00
2.6.17.73.1999.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT TINTAS ROBBIALAC, SA(CT Nº 261)",1999.01.25 00:00:00
2.5.15.74.1999.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APIMINERAL,1999.01.26 00:00:00
2.6.17.79.1999.6-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT BOEHRINGER INGELHEIM, LDA(CE37)",1999.01.27 00:00:00
2.4.15.80.1999.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS TÉCNICOS DE PRÓTESE DENTÁRIA,1999.01.27 00:00:00
2.6.17.102.1999.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,SERV. MUNICIPALIZADOS DO CONC. DE MATOSINHOS - FUNÇÃO PÚBLICA,1999.01.28 00:00:00
2.4.15.103.1999.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND. DOS TRAB. DAS IND. DE C.C., MÁRMORES E MADEIRAS DO ELENTEJO(CE287)",1999.01.28 00:00:00
2.4.14.104.1999.8-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SIND. NAC. DA C.C., CERÂMICA, MAD., OBRAS PÚBLICAS E AFINS   (SINDECO)",1999.01.28 00:00:00
2.6.16.105.1999.4-DRCOT,132,ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,CT ROYAL & SUN ALLIANCE INSURANCE PLC,1999.01.28 00:00:00
2.4.15.106.1999.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"FEDERAÇÃO NAC. DOS SIND. DA CONST., MADEIRAS, MÁRMORES E MAT. DE CONSTRUÇÃO(CE23)",1999.01.28 00:00:00
2.6.17.107.1999.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT BANCO ESP. SANTO(CE176),1999.01.28 00:00:00
2.4.18.108.1999.7-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"SIND. DOS EST. DO PORTO DE LISBOA, CENTRO E SUL DE PORTUGAL",1999.01.28 00:00:00
2.4.18.109.1999.8-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,SIND. DOS TRAB. DO TRÁFEGO PORTUÁRIO DE LISBOA E CENTRO DE PORTUGAL(CE36),1999.01.28 00:00:00
2.4.18.110.1999.0-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,SIND. DOS CONF. DE CARGAS MARÍTIMAS DE IMP. E EXP. DOS DIST. DE LISBOA E SETÚBAL(CE91),1999.01.28 00:00:00
2.4.13.112.1999.6-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,"SIND. DOS ESTIV., TRAB. DE TRÁFEGO E CONF. MARÍTIMOS DO CENTRO E SUL DE PORTUGAL",1999.01.28 00:00:00
2.4.15.113.1999.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND. DOS TRAB. DAS IND. DE C.C., MARMORES E MAD. DO ALENTEJO(CE287)",1999.01.28 00:00:00
2.6.17.1064.1997.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"COMPANHIA NACIONAL DE OXIGÉNIO,SA",1997.09.15 00:00:00
2.4.15.1067.1997.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. NACIONAL DOS QUADROS DAS TELECOMUNICAÇÕES - TENSIQ,1997.09.16 00:00:00
2.6.17.666.1999.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT CACIA-COMPª.AVEIRENSE DE COMPONENTES PARA A INDÚSTRIA AUTOMÓVEL, SA (CE507)",1999.05.05 00:00:00
