PROCESSO,COD_ASSUNTO,ASSUNTO,DESIGNACAO,TITULO,DATA_ABERTURA_PROCESSO
2.6.17.39.2003.6-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CT BACHO OBERG FERRAMENTAS SA,2003.01.17 00:00:00
2.5.85.42.2003.4-DRCOT,132,ESTATUTOS,ANULAÇÃO DE NORMAS DE ESTATUTOS OU DE DELIBERAÇOES,ASSOCIAÇÃO  PORTUGUESA DAS EMPRESAS DE MEDIAÇÃO IMOBILIÁRIA - APEMI,2003.01.20 00:00:00
2.5.15.43.2003.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS NAC DOS INDUSTRIAIS DE PAPEL E CARTÃO,2003.01.21 00:00:00
2.4.13.44.2003.5-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,SINDICATO NACIONAL DE OFICIAIS DE POLÍCIA - SNOP,2003.01.21 00:00:00
2.6.17.45.2003.3-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,PREVENÇÃO RODOVIÁRIA PORTUGUESA,2003.01.21 00:00:00
2.5.15.639.2003.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE BANCOS,2003.05.16 00:00:00
2.5.14.640.2003.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL, ANCAVE - CE278,2003.05.16 00:00:00
2.4.14.645.2003.4-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS TÉCNICOS DA ACTIVIDADE SEGURADORA,2003.05.19 00:00:00
2.5.15.651.2003.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AHP,2003.05.21 00:00:00
2.6.17.652.2003.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-FUNFRAP-FUNDIÇÃO PORTUGUESA,S.A.",2003.05.21 00:00:00
2.6.17.656.2003.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CPPE - COMPANHIA PORTUGUESA DE PRODUÇÃO DE ELECTRICIDADE, S.A.",2003.05.21 00:00:00
2.5.15.657.2003.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS PORT SEGUROS,2003.05.22 00:00:00
2.5.14.665.2003.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSCOMDA MODA,2003.05.23 00:00:00
2.5.18.666.2003.3-DRCOT,125,#EXTINÇÃO DE ASS. PATRONAL#,EXTINÇÃO DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE TÊXTEIS E VESTUÁRIO,2003.05.23 00:00:00
2.5.15.667.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC. DOS DISTRIBUIDORES DE PRODUTOS ALIMENTARES,2003.05.23 00:00:00
2.4.15.668.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND.NAC.INSTRUMENTOS DE CONTROLE IND,2003.05.23 00:00:00
2.5.15.672.2003.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AOPS - ASSOC MARITIMA E PORTUÁRIA DO SUL,2003.05.26 00:00:00
2.6.17.673.2003.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-EMPRESA BOLHÃO,S.A.",2003.05.26 00:00:00
2.6.16.675.2003.2-DRCOT,132,ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,ARRIVA PORTUGAL,2003.05.26 00:00:00
2.6.17.676.2003.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,ARRIVA,2003.05.26 00:00:00
2.6.16.1216.2003.3-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"C.T.-COMª. PORTUGUESA DA RESSEGUROS,S.A.",2003.09.17 00:00:00
2.6.17.1217.2003.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-COMª. PORTUGUESA DE RESSEGUROS,S.A.",2003.09.17 00:00:00
2.4.14.1218.2003.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SIND. DOS INSPECTORES DO ENSINO - S.I.E., QUE PASSOU A SINDICATO DOS INSPECTORES DA EDUCAÇÃO E DO ENSINO",2003.09.17 00:00:00
2.6.17.1238.2003.8-DRCOT,124,ALT.COMPOSIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,CT SOREFAME,2003.09.25 00:00:00
2.5.14.1239.2003.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APFAO,2003.09.26 00:00:00
2.6.17.1240.2003.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-C.P.K.-COMª.PRODUTORA PAPEL KRAFTSACK,S.A.",2003.09.26 00:00:00
2.5.15.1241.2003.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS FORNECEDORES DE ARTIGOS DE ÓPTICA (APFAO),2003.09.26 00:00:00
2.6.17.1243.2003.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-COMPª.PRODUTORA KRAFTSACK,SA.",2003.09.30 00:00:00
2.6.17.1078.2002.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,GENERAL CABLE CELCAT,2002.07.19 00:00:00
2.4.14.1079.2002.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,FEDERAÇÃO NACIONAL DOS SINDICATOS DE TRABALHADORES PORTUÁRIOS,2002.07.19 00:00:00
2.6.14.1085.2002.4-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"C.T. ESTORIL-SOL, SARL, QUE PASSA A DENOMINAR-SE ESTORIL SOL (III) - TURISMO, ANIMAÇÃO E JOGO, S.A.",2002.07.19 00:00:00
2.6.17.1086.2002.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT ESTORIL SOL, SARL, QUE PASSA A DENOMINAR-SE CT ESTORIL SOL (III) - TURISMO, ANIMAÇÃO E JOGO, SA",2002.07.19 00:00:00
2.4.13.1098.2002.5-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,SIND. DOS PROFISSIONAIS DE POLÍCIA DA POLÍCIA DE SEGURANÇA PÚBLICA - SPP/PSP,2002.07.22 00:00:00
2.6.17.1099.2002.3-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CIMPOMÓVEL,2002.07.22 00:00:00
2.6.17.1100.2002.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CIMPOMOVEL,2002.07.22 00:00:00
2.4.14.1101.2002.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SETN-SIND. DOS ENGENHEIROS TÉCNICOS, QUE PASSOU A SIND. PORTUGUÊS DOS ENGENHEIROS GRADUADOS NA UNIÃO EURIPEIA - SETN",2002.07.22 00:00:00
2.4.15.1102.2002.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINCOR - SOLICITA PUBLICAÇÃO DA COMISSÃO DE FISCALIZAÇÃO E DISCIPLINA,2002.07.22 00:00:00
2.5.15.1107.2002.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ANEOP-ASS. NACIONAL DE EMPREITEIROS DE OBRAS PÚBLICAS,2002.07.24 00:00:00
2.4.14.1108.2002.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS MAGISTRADOS DO MINISTÉRIO PÚBLICO,2002.07.24 00:00:00
2.6.17.1616.2002.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,C.T.-SAINT GOBAIN GLASS PORTUGAL,2003.01.23 00:00:00
2.5.15.48.2003.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,IACA,2003.01.23 00:00:00
2.5.15.49.2003.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,IACA,2003.01.23 00:00:00
2.4.15.50.2003.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SINDICATO NAC. DOS TRAB.. DA IND. E COM. DE ALIMENTAÇÃO, BEBEIDAS E AFINS",2003.01.24 00:00:00
2.6.17.51.2003.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"UNICER DISTRIBUIÇÃO DE BEBIDAS, SA",2003.01.24 00:00:00
2.5.14.53.2003.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DO DISTRITO DE VISEU - PROCESSO ABERTO INDEVIDAMENTE,2003.01.24 00:00:00
2.4.15.54.2003.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO NACIONAL DE OFICIAIS DE POLÍCIA - SNOP,2003.01.27 00:00:00
2.4.15.6.2004.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DEMOCRATICO DOS TECNICOS DE DIAGNÓSTICO E TERAPEUTICA - SINDITE,2004.01.05 00:00:00
2.6.17.7.2004.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-SOCORCEL-SOCIEDADE PORTUGUESA DE PAPEL,S.A.",2004.01.06 00:00:00
2.6.17.8.2004.3-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,BANCO COMERCIAL POTUGUÊS,2004.01.06 00:00:00
2.4.15.10.2004.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ASSOC. SINDICAL DAS CHEFIAS INTERM. EXPLORAÇÃO FERROVIÁRIA - ASCEF,2004.01.07 00:00:00
2.5.13.12.2004.2-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,APERC-ASSOCIAÇÃO PORTUGUESA DE GESTÃO E DE RECUPERAÇÃO DE CRÉDITOS,2004.01.08 00:00:00
2.5.15.1377.2002.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DO RAMO AUTOMÓVEL,2002.10.07 00:00:00
2.5.15.1379.2002.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS. NACIONAL DAS EMPRESAS METALÚRGICAS E ELECTROMECÂNICAS,2002.10.07 00:00:00
2.5.14.1383.2002.4-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DAS EMPRESAS DE MEDIAÇÃO IMOBILIÁRIA,2002.10.08 00:00:00
2.4.13.1388.2002.7-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,SINDICATO INDEPENDENTE DOS OPERACIONAIS FERROVIARIOS,2002.10.10 00:00:00
2.4.15.1389.2002.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO INDEPENDENTE DOS OPERACIONAIS FERROVIARIOS E AFINS - SIOFA,2002.10.10 00:00:00
2.5.15.1392.2002.5-DRCOT,124,ALT.COMPOSIÇÃO,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AOPL - ASSOC. OPERADORES DO PORTO DE LISBOA,2002.10.11 00:00:00
2.6.16.1393.2002.8-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"FAURENCIA AUTOMOTIVE,S.A.",2002.10.11 00:00:00
2.6.17.1395.2002.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.SCOTTURB-TRNSPORTES URBANOS,LDA.",2002.10.14 00:00:00
2.6.16.1396.2002.2-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"C.T.SCOTTURB-TRANSPORTES URBANOS,LDA.",2002.10.14 00:00:00
2.6.16.1397.2002.3-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"C..T.SCOTTURB-TRANSPORTES URBANOS,LDA.",2002.10.14 00:00:00
2.6.17.1398.2002.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-INDEP-INDUSTRIAS DE DEFESA,S.A.",2002.10.14 00:00:00
2.4.15.1401.2002.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,FEDER DOS SINDICATOS DO MAR,2002.10.15 00:00:00
2.5.14.1402.2002.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO DOS COMERCIANTES DO PORTO,2002.10.15 00:00:00
2.5.14.1403.2002.6-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ARAC,2002.10.15 00:00:00
2.5.14.1404.2002.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,FEDERAÇAO DA INDUSTRIA HOTELEIRA E SIMILARES DE PORTUGAL,2002.10.15 00:00:00
2.4.15.1407.2002.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO NACIONAL DOS PROFISSIONAIS DA EDUCAÇÃO - SINAPE,2002.10.15 00:00:00
2.4.14.1408.2002.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO INDEPENDENTE DOS CORREIOS DE PORTUGAL,2002.10.15 00:00:00
2.5.13.1409.2002.2-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,ASSOC. DE FABRICANTES DE COLCHÕES,2002.10.15 00:00:00
2.5.15.364.2003.4-DRCOT,124,ALT.COMPOSIÇÃO,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS. PORT. DAS EMPRESAS DE TRABALHO TEMPORÁRIO,2003.03.31 00:00:00
2.5.14.365.2003.4-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANESM,2003.04.01 00:00:00
2.6.17.366.2003.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT CONTINENTAL MABOR, INDÚSRIA DE PNEUS,S.A.",2003.04.01 00:00:00
2.4.15.370.2003.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO INDEPENDENTE DOS AGENTES DE POLÍCIA,2003.04.02 00:00:00
2.5.15.371.2003.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APOMEPA,2003.04.02 00:00:00
2.4.14.372.2003.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS ENFERMEIROS,2003.04.02 00:00:00
2.4.14.373.2003.2-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO NAC. DOS PROFESSORES LICENCIADOS PELOS POLITÉCNICOS E UNIVERSIDADES,2003.04.02 00:00:00
2.4.15.374.2003.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND.NAC. DOS PROFESSORES LICENCIADOS PELOS POLITÉCNICOS E UNIVERSIDADES,2003.04.02 00:00:00
2.4.14.3.1900.6-DRCOT,2,IND. EXTRACTIVAS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,DDDDDD,2003.04.02 00:00:00
2.5.14.375.2003.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANESUL,2003.04.02 00:00:00
2.5.14.377.2003.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASS. NAC. DE EMPRESAS DE SERVIÇOS DE MRCHANDISING,2003.04.03 00:00:00
2.5.15.379.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC NACIONAL DOS IND. DE GELADOS ALIMENTARES,2003.04.03 00:00:00
2.6.17.380.2003.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-JAYME DA COSTA, S.A.",2003.04.03 00:00:00
2.5.14.381.2003.2-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOC NACIONAL DOS IND DE GELADOS ALIMENTARES,2003.04.03 00:00:00
2.5.14.384.2003.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANIL - ASSOC NAC DOS IND DE LANIFICIOS,2003.04.03 00:00:00
2.5.15.385.2003.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC EMPRESARIAL DE VIANA DO CASTELO,2003.04.03 00:00:00
2.6.17.389.2003.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.- JAYME DA COSTA, S.A.",2003.04.03 00:00:00
2.6.16.410.2003.7-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"ALTERAÇÃO DE ESTATUTOS DA C.T.-FITOR-COMPª PORT.TEXTEIS,S.A.",2003.04.07 00:00:00
2.6.17.1169.2005.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,BUDELPACK - ALVERCA INDUSTRIAL LDA,2005.12.21 00:00:00
2.6.14.1170.2005.2-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,BUDELPACK  ALVERCA INDUSTRIAL,2005.12.21 00:00:00
2.6.17.1171.2005.6-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"UNICER - UNIÃO CERVEJEIRA, S.A.",2005.12.21 00:00:00
2.6.17.1172.2005.7-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,BANCO COMERCIAL PORTUGUÊS - BPI,2005.12.21 00:00:00
2.6.17.1176.2005.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"HOTEL LUTECIA - SOC. IMOBILIÁRIA OLÍVIA, SA",2005.12.22 00:00:00
2.5.14.1179.2005.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,APENB - ASSOCIAÇÃO PORTUGUESA DOS EMPRESÁRIOS DE ESTABELECIMENTOS DE BEBIDAS COM DIVERSÃO NOCTURNA,2005.12.27 00:00:00
2.5.15.1180.2005.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,"ASSOC. DE COMERCIANTES DE ARMEIROS, BICICLETAS, ARTºS. DE DESPORTO, DROGARIAS E PERFUM, PAPELARIA E ARTºS DE ESCRIT., QUINQUILHARIAS, BRINQUEDOS E ARTESANATO E TABACARIA LISBOA",2005.12.27 00:00:00
2.5.14.1183.2005.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DE OSTEOPATAS,2005.12.27 00:00:00
2.5.15.1189.2005.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DE OSTEOPATAS,2005.12.28 00:00:00
2.5.14.1190.2005.3-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANEPI - ASSOC NACIONAL DE EMPRESAS DE PROTECÇÃO INCENDIO,2005.12.28 00:00:00
2.4.13.1191.2005.2-DRCOT,132,ESTATUTOS,CONSTITUIÇÃO DE ASS. SINDICAL,SIREP - SINDICATO DA INDÚSTRIA E ENERGIA DE PORTUGAL,2005.12.28 00:00:00
2.4.15.1192.2005.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIREP - SINDICATO DA INDÚSTRIA E ENERGIA DE PORTUGAL,2005.12.28 00:00:00
2.5.15.1195.2005.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DOS INDUSTRIAIS DE ALIMENTOS COMPOSTOS PARA ANIMAIS -  IACA,2005.12.30 00:00:00
2.6.17.1.2006.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,PETROGAL,2006.01.02 00:00:00
2.4.15.1196.2005.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERAMICA, CIMENTOS,CONSTRUÇÃO, MADEIRAS, MÁRMORES  E SIMILARES DA REGIÃO CENTRO",2006.01.02 00:00:00
2.5.15.565.2004.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS INDUSTRIAIS DA CONSTRUÇÃO DE EDIFICIOS,2004.07.08 00:00:00
2.5.15.566.2004.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC. EMPRESARIAL DO CONCELHO DE RIO MAIOR,2004.07.08 00:00:00
2.6.17.567.2004.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"ELEIÇAO DE CT TEATRO NACIONAL D. MARIA II, SA",2004.07.09 00:00:00
2.6.17.568.2004.5-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,SUB-COMISSÃO DOS CTT,2004.07.09 00:00:00
2.4.15.569.2004.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SPLIU-SINDICATO  NACIONAL DOS PROFESSORES LICENCIADOS PELOS POLITÉCNICOS E UNIVERSIDADES,2004.07.09 00:00:00
2.4.15.570.2004.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS OPERÁRIOS CORTICEIROS DO NORTE,2004.07.09 00:00:00
2.4.15.572.2004.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND DOS TRAB DAS IND METALURGICAS E METALOMECANICAS DO SUL,2004.07.12 00:00:00
2.4.14.573.2004.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,FEDERAÇAO NAC. DOS SINDICATOS DA EDUCAÇAO,2004.07.13 00:00:00
2.4.15.574.2004.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,FEDERAÇAO NAC. DOS SINDICATOS DA EDUCAÇAO,2004.07.13 00:00:00
2.5.15.575.2004.0-DRCOT,124,ALT.COMPOSIÇÃO,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,"ASS DOS IND DE COSMÉTICA,PERFUMARIA E HIGIENE CORPORAL(AIC)",2004.07.13 00:00:00
