Nome_Org;Website
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO CENTRO SUL E REGIOES AUTONOMAS;http://www.cgtp.pt/contactos/232-lisboa/111-sindicato-dos-trab-das-industrias-transformadoras-energia-e-actividades-do-ambiente-do-centro-sul-e-regioes-autonomas-site-csra
SINDICATO INDEPENDENTE DO COMÉRCIO E SERVIÇOS;https://www.usi.pt/sicos-sindicato-independente-do-comercio-e-servicos/
SINDICATO DOS TRABALHADORES DE AGRICULTURA E DAS INDÚSTRIAS DE ALIMENTAÇÃO, BEBIDAS E TABACOS DE PORTUGAL;http://sindicatos.cgtp.pt/sintab/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE ALIMENTAÇÃO DO SUL E TABACOS;http://sindicatos.cgtp.pt/sintab/sindicato/historia/
ASSOCIAÇÃO SINDICAL DOS OFICIAIS DE JUSTIÇA;https://soj.pt/
SINDICATO DOS TRABALHADORES NA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL;http://www.cgtp.pt/contactos/232-lisboa/104-sindicato-dos-trabalhadores-na-industria-de-hotelaria-turismo-restaurantes-e-similares-do-sul
SINDICATO NACIONAL DOS PROFISSIONAIS DE FARMÁCIA E PARAMÉDICOS;http://www.sifap.pt/
SINDICATO INDEPENDENTE DOS CORREIOS DE PORTUGAL;http://www.sincor.pt/
SINDICATO DOS TÉCNICOS DE VENDAS DO SUL E ILHAS;https://empresite.jornaldenegocios.pt/SINDICATO-TECNICOS-VENDAS-SUL-ILHAS.html
SINDICATO DOS TRABALHADORES JUDICIAIS DO DISTRITO JUDICIAL DE LISBOA;https://www.sfj.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CELULOSE, FABRICAÇÃO E TRANSFORMAÇÃO DE PAPEL, GRÁFICA E IMPRENSA DO SUL E ILHAS;https://ephemerajpp.com/category/org/sindicatos/sindicato-dos-trabalhadores-das-industrias-de-celulose-fabricacao-e-transformacao-do-papel-grafica-e-imprensa-do-sul-e-ilhas/
FEDERAÇAO NACIONAL DOS SINDICATOS DAS COMUNICAÇÕES, TELECOMUNICAÇÕES E AUDIOVISUAL;https://www.stt.org.pt/
SINDICATO DA ACTIVIDADE CINEMATOGRÁFICA, TELEVISÃO E VÍDEO;https://empresite.jornaldenegocios.pt/SINDICATO-ACTIVIDADE-CINEMATOGRAFICA-TELEVISAO-VIDEO.html
FEDERAÇAO DOS SINDICATOS DOS TRABALHADORES FERROVIÁRIOS PORTUGUESES;https://sntsf.pt/
FEDERAÇAO NACIONAL DOS TRANSPORTES, INDÚSTRIA E ENERGIA;https://empresite.jornaldenegocios.pt/FEDERACAO-NACIONAL-SINDICATOS-TRANSPORTES-INDUSTRIA-ENERGIA-LISBOA.html
SINDICATO NACIONAL DO ENSINO SUPERIOR (ASSOCIAÇÃO SINDICAL DE DOCENTES E INVESTIGADORES);https://www.snesup.pt/
SINDICATO NACIONAL DOS BOMBEIROS SAPADORES;https://www.facebook.com/pages/category/Labor-Union/SNBS-Sindicato-Nacional-dos-Bombeiros-Sapadores-101435834588023/
CONFEDERAÇÃO DOS SINDICATOS MARÍTIMOS E PORTUÁRIOS;http://fnstp.pt/
ASSOCIAÇÃO SINDICAL DE CHEFIAS DO CORPO DA GUARDA PRISIONAL;https://asccgp.wixsite.com/asccgp
SINDICATO NACIONAL DO CORPO DA GUARDA PRISIONAL;http://www.sncgp.pt/
SINDICATO DOS TRABALHADORES DAS EMPRESAS DO GRUPO CAIXA GERAL DE DEPÓSITOS;http://www.stec.pt/
SINDICATO DA DEFESA DOS PROFISSIONAIS DE POLICIA;https://www.facebook.com/sdpp.sindicato/
ASSOCIAÇÃO SINDICAL DOS TRABALHADORES DA CARRIS E PARTICIPADAS (ASPTC);http://www.asptc.pt/
SINDICATO INDEPENDENTE DOS AGENTES DE POLICIA;https://www.siap.pt/
SINDICATO NACIONAL DOS FERROVIÁRIOS ADMINISTRATIVOS, TÉCNICOS E DE SERVIÇOS;https://www.guianet.pt/en/sinfese-sindicato-nacional-ferroviarios-administrativos-tecnicos-e-de-servicos-269715
SINDICATO NACIONAL DOS ASSISTENTES SOCIAIS;https://www.apss.pt/sindicatos/
SINDICATO DOS FUNCIONÁRIOS JUDICIAIS;https://www.sfj.pt/
SINDICATO DOS TRABALHADORES DE CALL CENTER;http://www.stcc.pt/
UGT-SANTAREM, UNIÃO GERAL DE TRABALHADORES DE SANTAREM;https://www.dnb.com/business-directory/company-profiles.UGT_-_SANTAR%C3%89M_UNI%C3%83O_GERAL_DE_TRABALHADORES_DE_SANTAR%C3%89M.86358359e213eb2760b3d60c9bc3b41f.html
UNIÃO DOS SINDICATOS DE TORRES NOVAS;http://sindicatos.cgtp.pt/uniao-santarem/contacte-nos/
SINDICATO NACIONAL DEMOCRATICO DA FERROVIA;http://www.sindefer.pt/
SINDICATO NACIONAL DOS OPERÁRIOS DA INDÚSTRIA DE CURTUMES E OFÍCIOS CORRELATIVOS DO DISTRITO DE SANTARÉM;http://cad.cgtp.pt/ica/index.php/7253;isaar
SINDICATO DOS TRABALHADORES DO COMÉRCIO E SERVIÇOS (DISTRITO DE SANTARÉM);https://www.cesp1.net/contrata%C3%A7%C3%A3o-colectiva/com%C3%A9rcio/cct-para-o-com%C3%A9rcio-de-santar%C3%A9m-retalhista/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS E METALOMECANICAS DO DISTTRITOS DE SANTAREM;https://www.fiequimetal.pt/index.php/sobre-nos/sindicatos-filiados/site-csra
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CELULOSE, PAPEL, CARTONAGEM E AFINS (ZONA CENTRO);http://cdi.upp.pt/cgi-bin/mostraalpha.py?doc=15650
UNIÃO DOS SINDICATOS DO CONCELHO DE ALMADA / CGTPIN;http://uniao-sindicatos-setubal.pt/sindicatos/
SINDICATO DOS TRABALHADORES PORTUÁRIOS DOS PORTOS DE SETÚBAL E SESIMBRA;https://www.portodesetubal.pt/directorio_sindicatos.htm
FEDERAÇAO NACIONAL DOS TRANSPORTES, COMUNICAÇÕES E OBRAS PÚBLICAS;https://www.usi.pt/fentcop-sindicato-nacional-dos-transportes-comunicacoes-e-obras-publicas/
SINDICATO DOS FERROVIÁRIOS DO SUL;http://www.cgtp.pt/contactos/232-lisboa/65-sindicato-nac-dos-trabalhadores-do-sector-ferroviario
USSSCGA/CGTPIN;http://uniaosinescgtp.blogspot.com/2007/04/
SINDICATO DOS TRABALHADORES PORTUÁRIOS DE MAR E TERRA DE SINES;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PORTUARIOS-MAR-TERRA-SINES-SINPORSINES.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL;http://www.cgtp.pt/contactos/236-setubal/90-sindicato-dos-trab-das-industrias-transformadoras-energia-e-actividades-do-ambiente-do-sul-site-sul
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE PANIFICAÇÃO DO DISTRITO DE SETÚBAL;http://sindicatos.cgtp.pt/sintab/sindicato/historia/
SINDICATO DOS TRABALHADORES DA INDÚSTRIA CORTICEIRA DO SUL;https://www.dn.pt/lusa/trabalhadores-da-cortica-em-greve-de-cinco-dias-por-melhoria-do-contrato-coletivo-11033548.html
SINDICATO DOS TRABALHADORES DA INDÚSTRIA CORTICEIRA DO DISTRITO DE SETÚBAL;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-INDUSTRIA-CORTICEIRA-DISTRITO-SETUBAL.html
USS/CGTPIN;http://sindicatos.cgtp.pt/uniao-santarem/sindicato/orgaos/
SINDICATO DOS TRABALHADORES PORTUÁRIOS DO GRUPO ORIENTAL DOS AÇORES;http://fnstp.pt/filiados/ponta-delgada/
SINDICATO DOS PROFESSORES DA REGIÃO AÇORES;https://www.spra.pt/
SINDICATO DOS PROFISSIONAIS DAS INDÚSTRIAS TRANSFORMADORAS DO DISTRITO DE ANGRA DO HEROISMO;https://empresite.jornaldenegocios.pt/SINDICATO-PROFISSIONAIS-INDUSTRIAS-ALIMENTACAO-BEBIDAS-DISTRITO-ANGRA-D.html
SINDICATO DOS TRABALHADORES PORTUÁRIOS DA ILHA DO FAIAL;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PORTUARIOS-GRUPO-CENTRAL-OCIDENTAL-ACORES-HORTA.html
SINDICATO DOS TRABALHADORES RURAIS DO PICO DA PEDRA;https://www.facebook.com/sindicatoruralpedralavrada
SINDICATO DOS TRABALHADORES DE ESCRITÓRIO E COMÉRCIO DO DISTRITO DE ANGRA DO HEROÍSMO;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-ESCRITORIO-COMERCIO-DISTRITO-ANGRA-HEROISMO.html
SINDICATO DEMOCRÁTICO DOS PROFESSORES DOS AÇORES;https://www.sdpa.pt/
SINDICATO DOS TRABALHADORES PORTUÁRIOS DO PICO, FLORES, SXO JORGE E GRACIOSA;http://www.azores.gov.pt/NR/rdonlyres/B17C3D46-7303-4899-902A-6BDE5C7B2D09/887639/RELATRIO_EXECUO_PLANO_2016.pdf
SINDICATO DOS TRABALHADORES DA CULTURA DO ANANÁS DA ILHA DE SXO MIGUEL;https://azoresgetaways.com/pt-pt/vacations/destination/europe/azores/general-articles/azores-pineapple
SINDICATO DOS TRABALHADORES AGRO-ALIMENTARES DA REGIONAL AUTÓNOMA DOS AÇORES;https://empresite.jornaldenegocios.pt/SINTABA-ACORES-SINDICATO-TRABALHADORES-AGRO-ALIMENTARES-REGIAO-AUTONOMA.html
SINDICATO DOS PROFISSIONAIS DOS TRANSPORTES, TURISMO E OUTROS SERVIÇOS DE SXO MIGUEL E SANTA MARIA;https://jo.azores.gov.pt/api/public/jornal/pdfOriginal?numeroJornal=86&ano=2019&serieId=e5b1fb74-7a34-4d76-925a-10f088b27490&suplemento=0
SINDICATO DOS PROFISSIONAIS DAS INDÚSTRIAS TRANSFORMADORAS DAS ILHAS DE SXO MIGUEL E SANTA MARIA;https://jo.azores.gov.pt/api/public/jornal/pdfOriginal?numeroJornal=86&ano=2019&serieId=e5b1fb74-7a34-4d76-925a-10f088b27490&suplemento=0
SINDICATO DOS TRABALHADORES PORTUÁRIOS DO GRUPO CENTRAL E OCIDENTAL DOS AÇORES;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PORTUARIOS-GRUPO-CENTRAL-OCIDENTAL-ACORES-HORTA.html
ASSOCIAÇÃO DE TREINADORES DE FUTEBOL DE SXO MIGUEL;https://www.repository.utl.pt/handle/10400.5/6442
SINDICATO DOS TRABALHADORES AGRÍCOLAS DAS ILHAS DE SXO MIGUEL E SANTA MARIA;https://jo.azores.gov.pt/api/public/jornal/pdfOriginal?numeroJornal=86&ano=2019&serieId=e5b1fb74-7a34-4d76-925a-10f088b27490&suplemento=0
SINDICATO DOS PESCADORES DA ILHA TERCEIRA;https://empresite.jornaldenegocios.pt/SINDICATO-PESCADORES-ILHA-TERCEIRA.html
SINDICATO DOS TRABALHADORES RURAIS DA VILA DA LAGOA;http://www.staprafld.com/2018/09/sindicato-dos-trabalhadores-rurais-de.html
SINDICATO DOS TRABALHADORES PORTUÁRIOS DA ILHA TERCEIRA;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PORTUARIOS-ILHA-TERCEIRA.html
SINDICATODOS TRABALHADORES DE ALIMENTAÇÃO BEBIDAS E SIMILARES, COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DOS AÇORES;http://sindicatos.cgtp.pt/fesaht/2016/01/27/sindicato-alimentacao-bebidas-acores-sabces/
SINDICATO DOS TRABALHADORES RURAIS DO LIVRAMENTO;https://www.facebook.com/StrLivramento/
SINDICATO DOS PESCADORES DO DISTRITO DA HORTA;https://pescazores.com/tag/sindicato-dos-pescadores-da-horta/
SINDICATO DOS PROFISSIONAIS DAS INDÚSTRIAS DE ALIMENTAÇÃO E BEBIDAS DE ANGRA DO HEROÍSMO;https://empresite.jornaldenegocios.pt/SINDICATO-PROFISSIONAIS-INDUSTRIAS-ALIMENTACAO-BEBIDAS-DISTRITO-ANGRA-D.html
SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL DO DISTRITO DA HORTA;https://local.infobel.pt/PT100542372/sindicato_dos_operarios_da_construcao_civil_e_oficios_correlativos_do_ex_distrito_da_horta-horta.html
SINDICATO DOS PROFISSIONAIS DE TRANSPORTES, TURISMO E OUTROS SERVIÇOS DE ANGRA DO HEROÍSMO;https://empresite.jornaldenegocios.pt/SINDICATO-PROFISSIONAIS-TRANSPORTES-TURISMO-OUTROS-SERVICOS-DISTRITO-ANGRA-HEROISMO.html
SINDICATO LIVRE DOS PESCADORES - SECÇÃO DE PONTA DELGADA;http://www.azores.gov.pt/Portal/pt/entidades/vp-srcat/textoTabela/Composicao_SERCAT_PDL.htm
SINDICATO DOS PRO. DE ESCRITÓRIO, COMÉRCIO, INDÚSTRIA, TURISMO, SERVIÇOS E CORRELATIVOS DAS ILHAS DE SÃO MIGUEL E SANTA MARIA;https://empresite.jornaldenegocios.pt/SINDICATO-PROFISSIONAIS-ESCRITORIO-COMERCIO-INDUSTRIA-TURISMO-SERVICOS-CORRELATIVOS-REGIAO-AUTONOMA-ACORES-PONTA-DELGADA.html
SINDICATO DOS DESCARREGADORES DE MAR E TERRA DO DISTRITO DE SETÚBAL;https://empresite.jornaldenegocios.pt/SINDICATO-DESCARREGADORES-MAR-TERRA-DISTRITO-SETUBAL-SETUBAL.html
SINDICATO DA INDÚSTRIA E ENERGIA DE PORTUGAL;https://www.sindel.pt/
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DA METALURGIA E METALOMECÂNICA DO DISTRITO DE SETÚBAL;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-INDUSTRIA-METALURGIA-METALOMECANICA-DISTRITO-SETUBAL.html
SINDICATO XXI - ASSOCIAÇÃO SINDICAL DOS TRABALHADORES ADMINISTRATIVOS, TÉCNICOS E OPERADORES DOS TERMINAIS DE CARGA CONTENTORIZADA DO PORTO DE SINES;https://sindicato21.wordpress.com/
ASSOCIAÇAO SINDICAL DA SEGURANÇA PRIVADA;https://www.assp.com.pt/
SINDICATO DOS TRABALHADORES DO CONCELHO DE ALMADA;https://pt-pt.facebook.com/pages/category/Nonprofit-Organization/Sindicato-dos-Trabalhadores-do-Concelho-de-Almada-413200288839275/
ASSOCIAÇÃO SÓCIO-PROFISSIONAL DOS TÉCNICOS E OPERADORES DE HANDLING;http://www.fundacaoliga.pt/conteudos/formacao-profissional-emprego
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE CARNES DOS DISTRITO DE SETÚBAL E SANTARÉM;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-INDUSTRIA-CARNES-DISTRITOS-SETUBAL-SANTAREM.html
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE CONSERVAS E OFÍCIOS CORRELATIVOS DO DISTRITO DE SETÚBAL;https://www.dnb.com/business-directory/company-profiles.SINDICATO_DOS_TRABALHADORES_DA_IND%C3%9ASTRIA_DE_CONSERVAS_E_OF%C3%8DCIOS_CORRELATIVOS_DO_DISTRITO_DE_SET%C3%9ABAL.ad11dc0f86f93c66625fe40e3321d0c1.html
SINDICATO DOS TRABALHADORES DA PESCA DO DISTRITO DE SETÚBAL;http://uniao-sindicatos-setubal.pt/sindicatos/
SINDICATO DOS TRABALHADORES TÊXTEIS DO DISTRITO DE SETÚBAL;https://diariodistrito.pt/tag/sindicato-dos-trabalhadores-texteis/
UGT - SETÚBAL, UNIÃO GERAL DE TRABALHADORES DE SETÚBAL;https://empresite.jornaldenegocios.pt/UGT-SETUBAL-UNIAO-GERAL-TRABALHADORES-SETUBAL.html
USBM/CGTPIN;http://www.cgtp.pt/
SINDICATO DOS TRABALHADORES DO SECTOR AUTOMOVEL;https://pt-pt.facebook.com/STASA-Sindicato-dos-Trabalhadores-do-Sector-Autom%C3%B3vel-387402835397326/?ref=page_internal
SINDICATO DE FISIOTERAPEUTAS PORTUGUESES;https://www.sfp.pt/
SINDICATO DE ELECTRICISTAS DO DISTRITO DE SETÚBAL;https://www.siesi.pt/index.php/siesi/quem-somos
SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIO E SERVIÇOS DO SUL;https://www.cesp1.net/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS E METALOMECÂNICAS DO SUL;https://www.fiequimetal.pt/index.php/sobre-nos/sindicatos-filiados/site-sul
SINDICATO DOS TRABALHADORES DE TRANSPORTES RODOVIÁRIOS DO SUL;https://www.sitra.pt/
SINDICATO DOS TRABALHADORES AGRÍCOLAS, PECUÁRIA E SILVICULTURA;https://infoempresas.jn.pt/Empresa_SINDICATO-TRABALHADORES-AGRICOLAS-PECUARIA-SILVICULTURA-DISTRITO-SETUBAL.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIA DE CERÂMICA, CIMENTOS E SIMILARES DO DISTRITO DE SETÚBAL;http://uniao-sindicatos-setubal.pt/sindicatos/
SINDICATO DOS TRABALHADORES DO COMÉRCIO DO DISTRITO DE SETÚBAL;https://www.cesp1.net/contrata%C3%A7%C3%A3o-colectiva/com%C3%A9rcio/cct-para-o-com%C3%A9rcio-do-distrito-de-set%C3%BAbal-retalhista/
SINDICATO INDEPENDENTE DOS TRABALHADORES DE ESCRITÓRIO, COMÉRCIO, INFORMÁTICA E SERVIÇOS DA REGIÃO SUL;https://www.dnb.com/business-directory/company-profiles.SINDICATO_DOS_TRABALHADORES_DE_ESCRITORIOINFORMATICA_E_SERVI%C3%87OS_DA_REGI%C3%83O_SUL_-_STEIS.7227e3b523a48af89bbd59116642e956.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS QUIMICAS DO SUL;https://www.fiequimetal.pt/index.php/sobre-nos
SINDICATO DOS TRABALHADORES DA CONSTRUÇÃO CIVIL, MADEIRAS E MÁRMORES DO DISTRITO DE SETÚBAL;https://www.dnb.com/business-directory/company-profiles.SINDICATO_DOS_TRABALHADORES_DA_CONSTRU%C3%87%C3%83O_CIVIL_MADEIRAS_E_M%C3%81RMORES_DO_DISTRITO_DE_SET%C3%9ABAL.b65f5247f9941204769327b5938e7eb9.html
SINDICATO DOS TRANSPORTES RODOVIÁRIOS DO DISTRITO DE SETÚBAL;https://www.strup.pt/index.php/contactos-topo/onde-estamos/delegacoes-regionais/12-delegacao-de-setubal
SINDICATO DOS PESCADORES DA PÓVOA DO VARZIM;https://empresite.jornaldenegocios.pt/SINDICATO-PESCADORES-POVOA-VARZIM.html
SINDICATO DOS TRABALHADORES DE TRANSPORTES RODOVIÁRIOS E URBANOS DE VIANA DO CASTELO;http://www.guianet.pt/pt/sindicato-dos-trabalhadores-de-transportes-rodoviarios-e-urbanos-dos-norte-strun-269662
SINDICATO DOS OPERÁRIOS DAS INDÚSTRIAIS DE MADEIRAS DO DISTRITO DE VIANA DO CASTELO;http://www.cgtp.pt/contactos/237-viana-do-castelo/91-sindicato-dos-trabalhadores-das-industrias-de-construcao-ceramica-cimentos-e-similares-madeiras-marmores-e-pedreiras-de-viana-do-castelo-e-norte-scmpvcn
SINDICATO DOS TRABALHADORES DA PESCA DO DISTRITO DE VIANA DO CASTELO;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PESCA-DISTRITO-VIANA-CASTELO.html
SINDICATO LIVRE DOS PESCADORES (SECÇÃO DE VIANA DO CASTELO);https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PESCA-DISTRITO-VIANA-CASTELO.html
UGT - VIANA DO CASTELO, UNIÃO GERAL DOS TRABALHADORES DE VIANA DO CASTELO;https://www.ugtviana.pt/
SINDICATO LIVRE DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS E SIMILARES DO DISTRITO DE VIANA DO CASTELO;https://empresite.jornaldenegocios.pt/SINDICATO-LIVRE-TRABALHADORES-INDUSTRIAS-CERAMICA-CIMENTOS-SIMILARES-DISTRITO-VIANA-CASTELO.html
SINDICATO DOS TRABALHADORES DA PANIFICAÇÃO E OUTROS PRODUTOS ALIMENTARES DO DISTRITO DE VIANA DO CASTELO;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-PANIFICACAO-OUTROS-PRODUTOS-ALIMENTARES-DISTRITO-VI.html
SINDICATO DOS TRABALHADORES DE ESCRITÓRIO E COMÉRCIO DO DISTRITO DE VIANA DO CASTELO;https://www.cesp1.net/contrata%C3%A7%C3%A3o-colectiva/com%C3%A9rcio/cct-para-o-com%C3%A9rcio-do-distrito-de-viana-do-castelo-retalhista/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICA E METALOMECÂNICA DO DISTRITO DE VIANA DO CASTELO;http://www.cgtp.pt/contactos/237-viana-do-castelo/92-dos-trabalhadores-das-industrias-metalurgicas-e-metalomecanicas-do-distrito-de-viana-do-castelo
SINDICATO DOS TRABALHADORES NA HOTELARIA, RESTAURANTES E SIMILARES DO DISTRITO DE VIANA DO CASTELO;http://www.cgtp.pt/accao-e-luta-geral/14598-viana-do-castelo-ilegalidades-abusos-e-violacao-de-direitos-na-hotelaria-e-turismo
USVC/CGTPIN;https://pt.wikipedia.org/wiki/Confedera%C3%A7%C3%A3o_Geral_dos_Trabalhadores_Portugueses_%E2%80%94_Intersindical_Nacional
SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL, MARMORISTAS E MONTANTES DO DISTRITO DE VIANA DO CASTELO;http://www.cgtp.pt/contactos/237-viana-do-castelo/91-sindicato-dos-trabalhadores-das-industrias-de-construcao-ceramica-cimentos-e-similares-madeiras-marmores-e-pedreiras-de-viana-do-castelo-e-norte-scmpvcn
SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS DO NORTE;https://www.stts.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CONSTRUÇÃO, CERÂMICA E SIMILARES, MADEIRAS, MÁRMORES E PEDREIRAS DE DE VIANA DO CASTELO E NORTE;http://www.cgtp.pt/contactos/237-viana-do-castelo/91-sindicato-dos-trabalhadores-das-industrias-de-construcao-ceramica-cimentos-e-similares-madeiras-marmores-e-pedreiras-de-viana-do-castelo-e-norte-scmpvcn
SINDICATO LIVRE DOS PESCADORES - SECÇÃO DE VILA PRAIA DE ÂNCORA;https://www.yelp.com/biz/sindicato-livre-dos-pescadores-sec%C3%A7%C3%A3o-de-vila-praia-de-%C3%A2ncora-caminha
SINDICATO DOS ESTIVADORES, LINGADORES E CONFERENTES DO PORTO DE VIANA DO CASTELO;https://trade.nosis.com/pt/Sindicato-Estivadores-Lingadores-e-Conferentes-do-Porto-de-Viana-do-Castelo-(Monserrate)/26091167/177/p
UNIÃO DOS SINDICATOS DE VILA REAL;http://smtp.cgtp.pt/contactos/238-vila-real/21-uniao-dos-sindicatos-da-vila-real
SINDICATO DOS TRABALHADORES DE ESCRITORIO E COMÉRCIO DOS DISTRITOS DE VILA REAL E BRAGANÇA;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-ESCRITORIO-COMERCIO-DISTRITOS-VILA-REAL-BRAGANCA.html
SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL E OFÍCIOS CORRELATIVOS DE CHAVES;https://ephemerajpp.com/2011/02/16/sindicato-nacional-dos-operarios-da-construcao-civil-e-oficios-correlativos-do-distrito-de-viseu/
UGT - VILA REAL, UNIÃO GERAL DE TRABALHADORES DE VILA REAL;https://empresite.jornaldenegocios.pt/UGT-VILA-REAL-UNIAO-GERAL-TRABALHADORES-VILA-REAL.html
SINDICATO DOS TRANSPORTES RODOVIÁRIOS DO DISTRITO DE VILA REAL;https://empresite.jornaldenegocios.pt/SINDICATO-TRANSPORTES-RODOVIARIOS-DISTRITO-VILA-REAL.html
SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL E OFÍCIOS CORRELATIVOS DO DISTRITO DE VILA REAL;https://www.oportaldaconstrucao.com/sindicatos/
SINDICATO INDEPENDENTE DO SECTOR ENERGÉTICO;https://sinergia.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DA CONSTRUÇÃO CIVIL, MADEIRAS, METALURGIA E METALOMECÂNICA DE TRÁS-OS-MONTES E ALTO DOURO;https://empresite.jornaldenegocios.pt/Actividade/INDUSTRIAS/concelho/VILA-REAL/
SINDICATO DOS TRABALHADORES AGRÍCOLAS DO DISTRITO DE VILA REAL;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-AGRICULTURA-DISTRITO-EVORA.html
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE PANIFICAÇÃO DOS DISTRITO DE VILA REAL E BRAGANÇA;https://cdi.upp.pt/cgi-bin/mostraalpha.py?doc=19229
SINDICATO INDEPENDENTE DOS MOTORISTAS DE MERCADORIAS;http://simmsindicato.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE ALIMENTAÇÃO DO DISTRITO DE VISEU;http://cad.cgtp.pt/ica/index.php/7264;isaar
SINDICATO DOS TRABALHADORES NA HOTELARIA, TURISMO,RESTAURANTES E SIMILARES DO DISTRITO DE VISEU;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-NA-HOTELARIA-TURISMO-RESTAURANTES-SIMILARES-DISTRITO-VISEU.html
SINDICATO DOS TRABALHADORES DE ESCRITÓRIO, COMÉRCIO E SERVIÇOS DO DISTRITO DE VISEU;https://www.cesp1.net/contrata%C3%A7%C3%A3o-colectiva/com%C3%A9rcio/cct-para-o-com%C3%A9rcio-do-distrito-de-viseu-retalhista/
SINDICATO DOS TRABALHADORES DA PECUÁRIA (AVICULTURA, SUINICULTURA, BOVINICULTURA E OUTROS) DOS DISTRITO DE AVEIRO, COIMBRA, GUARDA E VISEU;https://www.fiequimetal.pt/index.php/sobre-nos/sindicatos-filiados/site-centro-norte
USV/CGTPIN;http://www.cgtp.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS E METALOMECÂNICAS DO DISTTRITO DE VISEU;https://www.fiequimetal.pt/index.php/sobre-nos/sindicatos-filiados/site-centro-norte
SINDICATO DOS TRABALHADORES NAS INDÚSTRIAS DA CONSTRUÇÃO CIVIL DOS DISTRITO DE VISEU E GUARDA;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-CONSTRUCAO-CIVIL-MADEIRAS-MARMORES-PEDREIRAS-CERAMICA-DISTRITOS-VISEU-GUARDA.html
SINDICATO DOS TRABALHADORES DE ALFAIATARIA, COSTURA E SIMILARES DE VISEU;http://sinpicvat.com/index.php/o-sindicato
UGT - VISEU, UNIÃO GERAL DE TRABALHADORES DE VISEU;http://www.ugtviseu.pt/
SINDICATO DOS TRABALHADORES DE TRANSPORTES RODOVIÁRIOS E URBANOS DE VISEU E GUARDA;https://www.directorioi.com/265327/sind-nacional-dos-trabalhadores-dos-transportes-rodoviarios-e-urbanos-de-viseu-e-guarda
SINDICATO DOS TRABALHADORES DA CONSTRUÇÃO CIVIL, MADEIRAS, MÁRMORES, PEDREIRAS E CERÂMICA DOS DISTRITOS DE VISEU E GUARDA;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-CONSTRUCAO-CIVIL-MADEIRAS-MARMORES-PEDREIRAS-CERAMICA-DISTRITOS-VISEU-GUARDA.html
