Nome_Org;Website
SINDICATO DOS TRABALHADORES AGRÍCOLAS DO DISTRITO DE VISEU;https://dre.pt/web/guest/pesquisa/-/search/10391401/details/maximized?filterEnd=1976-12-31&sort=whenSearchable&filterStart=1976-01-01&sortOrder=DESC&q=1976&fqs=1976&perPage=100
SINDICATO DA INDÚSTRIAS DE CALÇADO, MANUAL OU MECÂNICO, CORREEIROS, ALBARDEIROS, TAMANQUEIROS, PAUSEIROS E AFINS DOS DISTRITOS DE VISEU, VILA REAL, GUARDA E CASTELO BRANCO;http://sindicatocalcadoaveiro.com/index.php/o-sindicato
SINDICATO DOS TRABALHADORES DAS MADEIRAS DOS DISTRITOS DE VISEU E GUARDA;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-CONSTRUCAO-CIVIL-MADEIRAS-MARMORES-PEDREIRAS-CERAMICA-DISTRITOS-VISEU-GUARDA.html
SINDICATO DOS TRABALHADORES DO SECTOR DE PRODUÇÃO, TRANSPORTE E DISTRIBUIÇÃO DE ENERGIA ELÉCTRICA DA REGIÃO AUTÓNOMA DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/96-sindicato-dos-trabalhadores-do-sector-de-producao-transporte-e-distribuicao-de-energia-electrica-da-regiao-autonoma-da-madeira
SINDICATO DOS TRABALHADORES DE TRANSPORTES RODOVIÁRIOS DA REGIÃO AUTÓNOMA DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/102-sindicato-dos-trabalhadores-rodoviarios-e-actividades-metalurgicas-da-regiao-autonoma-da-madeira
SINDICATO DOS TRABALHADORES DA FUNÇÃO PÚBLICA DA REGIÃO DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/99-sindicato-dos-trabalhadores-da-funcao-publica-da-regiao-autonoma-da-madeira
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE CALÇADO E OFÍCIOS CORRELATIVOS DO DISTRITO DO FUNCHAL;https://joram.madeira.gov.pt/joram/3serie/Ano%20de%202000/IIISerie-12-2000-06-16.pdf
SINDICATO NACIONAL DOS PROFISSIONAIS DE ARMAZÉNS DO DISTRITO DO FUNCHAL;https://www.dnb.com/business-directory/company-profiles.sindicato_nacional_dos_profissionais_de_armazens_do_distrito_do_funchal.8c2c6e8019f9e94c34c716d978742339.html
SINDICATO DOS TRABALHADORES DE ESCRITÓRIO, COMÉRCIO E SERVIÇOS DA REGIÃO AUTÓNOMA DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/98-sindicato-dos-trabalhadores-de-escritorio-comercio-e-servicos-da-regiao-autonoma-da-madeira-sitam
MADEIRA, UNIÃO GERAL DE TRABALHADORES DA MADEIRA;http://www.ugtmadeira.pt/
SINDICATO DOS PROFISSIONAIS DAS INDÚSTRIAS DE MOAGEM, MASSAS, DOÇARIAS E SIMILARES DO DISTRITO DO FUNCHAL;https://www.dnb.com/business-directory/company-profiles.SINDICATO_DOS_TRABALHADORES_DE_PANIFICA%C3%87%C3%83O_MOAGENS_MASSAS_DO%C3%87ARIAS_E_SIMILARES_DO_DISTRITO_DO_FUNCHAL.02015beba3782536f5e7cbf495eab736.html
SINDICATO DOS TRABALHADORES PORTUARIOS DA REGIAO AUTONOMA DA MADEIRA;https://funchalnoticias.net/2017/09/15/federacao-que-representa-os-trabalhadores-portuarios-da-conta-de-acordo-com-o-governo-regional/
SINDICATO DOS OPERÁRIOS DAS OBRAS DE VIMES E PROFISSÕES ANEXAS DO DISTRITO DO FUNCHAL;https://joram.madeira.gov.pt/joram/3serie/Ano%20de%202018/IIISerie-13-2018-07-03.pdf
SINDICATO DOS PROFISSIONAIS DOS TRANSPORTES MARÍTIMOS E ANÁLOGOS DA REGIÃO AUTÓNOMA DA MADEIRA;https://empresite.jornaldenegocios.pt/Actividade/SINDICATO/concelho/ILHA-DA-MADEIRA-FUNCHAL/
SINDICATO DOS OPERÁRIOS E EMPREGADOS DA INDÚSTRIA DE PANIFICAÇÃO E ALIMENTAR DO DISTRITO DO FUNCHAL;http://sindicatos.cgtp.pt/sintab/sindicato/historia/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE ALIMENTAÇÃO E BEBIDAS DA REGIÃO AUTÓNOMA DA MADEIRA;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-INDUSTRIAS-ALIMENTACAO-BEBIDAS-REGIAO-AUTONOMA-MADEIRA.html
SINDICATO DOS METALÚRGICOS E OFÍCIOS CORRELATIVOS DA REGIÃO AUTÓNOMA DA MADEIRA;https://www.dnb.com/business-directory/company-profiles.SINDICATO_DOS_METALURGICOS_E_OFICIOS_CORRELATIVOS_DA_REGI%C3%83O_AUTONOMA_DA_MADEIRA.3965780860447d22272150d08e3efff9.html
SINDICATO DOS ESTIVADORES MARÍTIMOS DO ARQUIPÉLAGO DA MADEIRA;https://empresite.jornaldenegocios.pt/SINDICATO-ESTIVADORES-MARITIMOS-ARQUIPELAGO-MADEIRA.html
SINDICATO DOS TRABALHADORES DA CONSTRUÇÃO, MADEIRAS, OLARIAS E AFINS DA REGIÃO AUTÓNOMA DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/95-sindicato-dos-trabalhadores-da-construcao-madeiras-olarias-e-afins-da-regiao-autonoma-da-madeira-sicoma
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE VESTUÁRIO DO DISTRITO DO FUNCHAL;https://joram.madeira.gov.pt/joram/3serie/Ano%20de%202002/IIISerie-009-2002-05-02.pdf
SINDICATO DA AGRICULTURA AMBIENTE ALIMENTAÇÃO PECUARIA E PESCAS DA REGIÃO AUTÓNOMA;https://www.einforma.pt/servlet/app/portal/ENTP/prod/ETIQUETA_EMPRESA_CONTRIBUINTE/nif/509818471/contribuinte/509818471
SINDICATO DOS ESTIVADORES, CONFERENTES E TRAFEGO DO PORTO DE CANIÇAL;https://www.facebook.com/septivaram/
SINDICATO DEMOCRÁTICO DOS PROFESSORES DA MADEIRA;https://www.sdpmadeira.pt/pt/
SINDICATO DOS PROFESSORES DA MADEIRA;https://www.spm-ram.org/
SINDICATO DOS TRABALHADORES DE PANIFICAÇÃO, MOAGENS, DOÇARIAS, SIMILARES DO DISTRITO DO FUNCHAL;https://www.dnb.com/business-directory/company-profiles.SINDICATO_DOS_TRABALHADORES_DE_PANIFICA%C3%87%C3%83O_MOAGENS_MASSAS_DO%C3%87ARIAS_E_SIMILARES_DO_DISTRITO_DO_FUNCHAL.02015beba3782536f5e7cbf495eab736.html
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE BORDADOS, TAPEÇARIAS, TEXTEIS E ARTESANATO DA REGIÃO AUTÓNOMA DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/94-sindicato-livre-dos-trabalhadores-da-industria-de-bordados-tapecarias-texteis-e-artesanato-da-regiao-autonoma-da-madeira
SINDICATO DOS TRABALHADORES DA AGRICULTURA, PECUÁRIA E SILVICULTURA DA REGIÃO AUTÓNOMA DA MADEIRA;https://www.madeira.gov.pt/dra
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE CONSERVAS E SIMILARES DO DISTRITO DO FUNCHAL;https://www.dnb.com/business-directory/company-information.labor-unions.pt.html?page=8
SINDICATO DOS ENFERMEIROS DA REGIÃO AUTÓNOMA DA MADEIRA;https://www.seram.pt/
SINDICATO DOS TRABALHADORES NA HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DA REGIÃO DA MADEIRA;http://www.cgtp.pt/contactos/240-regiao-autonoma-da-madeira/100-sindicato-dos-trabalhadores-na-hotelaria-turismo-alimentacao-servicos-e-similares-da-regiao-autonoma-da-madeira
SINDICATO DE BARBEIROS, CABELEEIREIROS E OFÍCIOS CORRELATIVOS DO DISTRITO DO FUNCHAL;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-BARBEIROS-CABELEIREIROS-OFICIOS-CORRELATIVOS-REGIAO-AUTONOMA-MADEIRA.html
UNIÃO DE SINDICATO DA HORTA;http://www.cgtp.pt/contactos/241-regiao-autonoma-dos-acores/24-uniao-dos-sindicatos-da-horta
UNIÃO DOS SINDICATOS DE ANGRA DO HEROISMO;http://www.cgtp.pt/contactos/241-regiao-autonoma-dos-acores/23-uniao-dos-sindicatos-de-angra-do-heroismo
SINDICATO DOS PROFISSIONAIS DOS TRANSPORTES, TURISMO E OUTROS SERVIÇOS DO EX-DISTRITO DA HORTA;https://empresite.jornaldenegocios.pt/SINDICATO-PROFISSIONAIS-TRANSPORTES-TURISMO-OUTROS-SERVICOS-EX-DISTRITO-HORTA.html
SINDICATO DOS EMPREGADOS DE ESCRITÓRIO, COMÉRCIO E SERVIÇOS DA HORTA;http://www.cgtp.pt/pre-avisos/6408-sindicato-dos-empregados-de-escritorio-comercio-e-servicos-da-horta
UNIÃO SINDICAL CONCELHIA DE PENAFIEL;https://local.infobel.pt/PT101122026-255213058/sindicato_dos_professores_do_norte_penafiel-irivo.html
USP/CGTPIN;http://www.cgtp.pt/cgtp-in/organizacoes-especificas/interjovem/68-noticias
FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DO ESTADO E DE ENTIDADES DO SECTOR PÚBLICO;https://www.fnstfps.pt/
FEDEDRAÇÃO NACIONAL DOS SINDICATOS DA EDUCAÇÃO;https://fne.pt/
FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES TÊXTEIS, LANIFÍCIOS, VESTUÁRIO, CALÇADO E PELES DE PORTUGAL;http://fesete.pt/portal/
FEDERAÇAO DOS SINDICATOS DE SEGUROS DE PORTUGAL;http://www.sinapsa.pt/
FEDERAÇAO DOS SINDICATOS DOS TRABALHADORES TEXTEIS DE PORTUGAL;http://fesete.pt/portal/
FEDERAÇAO NACIONAL. DOS SINDICATOS DE TRABALHADORES PORTUÁRIOS;http://fnstp.pt/
SINDICATO INDEPENDENTE DOS CORREIOS TELECOMUNICAÇOES, TRANSPORTES E EXPRESSO DE PORTUGAL;https://expresso.pt/lusa/2020-06-12-Sindicato-indica-que-adesao-a-greve-nos-CTT-e-superior-aos-90
SINDICATO DOS EMPREGADORES DE BANCA DOS CASINOS;https://www.facebook.com/SEBCasinos/
SINDICATO DOS TECNICOS DA DIREÇAO-GERAL DE REINSERÇAO E SERVIÇOS PRISIONAIS- SINDGRS;http://sindgrsp.pt/
SINDICATO DOS POLICIAS DO PORTO;https://empresite.jornaldenegocios.pt/SINDIPOLPORTO-SINDICATO-POLICIAS-PORTO.html
SINDICATO NACIONAL DAS TERAPEUTICAS NAO CONVENCIONAIS E INTEGRATIVAS;http://www.aenfermagemeasleis.pt/tag/sindicato-nacional-das-terapeuticas-nao-convencionais-e-integrativas/
ASSOCIAÇÃO SINDICAL DE TRABALHADORES DOS TRANSPORTES COLECTIVOS DO PORTO (SMTP);https://www.publico.pt/2020/06/29/local/noticia/tercafeira-ha-greve-stcp-servicos-minimos-1922338
SINDICATO INDEPENDENTE DE PROFESSORES E EDUCADORES (SIPE);https://www.sipe.pt/
ASSOCIAÇÃO DOS TRABALHADORES DA EDUCAÇÃO DO ESTADO E DE ENTIDADES COM FINS PÚBLICOS;https://www.ugt.pt/sindicatos/sindicatos-1?distrito=129
ASSOCIAÇAO SINDICAL DOS SEGURANÇAS DA POLÍCIA JUDICIÁRIA;http://www.assocpj.org/
SINDICATO DOS TRABALHADORES PORTUÁRIOS DO DOURO E LEIXÕES;https://www.clinicaportuarios.com/
SINDICATO NACIONAL DA ADMINISTRAÇÃO PÚBLICA, CENTRAL, REGIONAL E LOCAL;https://www.stal.pt/
SINDICATO LIVRE DOS PROFISSIONAIS DE ODONTOLOGIA;http://www.aenfermagemeasleis.pt/tag/sindicato-dos-medicos-dentistas/
ASSOCIAÇAO NACIONAL DOS PROFISSIONAIS DA ADMINISTRAÇÃO ESCOLAR REGIONAL;https://www.einforma.pt/servlet/app/portal/ENTP/prod/ETIQUETA_EMPRESA/nif/501650334
SINDICATO DOS ESCRITÓRIOS E SERVIÇOS DO NORTE;https://www.cesp1.net/
SINDICATO DOS TRABALHADORES DE TRANSPORTES RODOVIÁRIOS E URBANOS DO NORTE;http://www.cgtp.pt/contactos/234-porto/87-sindicato-dos-trabalhadores-dos-transportes-rodoviarios-e-urbanos-do-norte-strun
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CELULOSE, FABRICAÇÃO E TRANSFORMAÇÃO DO PAPEL, GRÁFICA E IMPRENSA DO NORTE;https://www.fiequimetal.pt/index.php/sobre-nos
SINDICATO DEMOCRATICO DOS TÊXTEIS;https://www.guianet.pt/en/sindetex-sindicato-democratico-dos-texteis-269694
SINDICATO DOS ADIDOS DA FUNÇÃO PÚBLICA DO DISTRITO DO PORTO;http://www.cgtp.pt/contactos/234-porto/76-sindicato-dos-trabalhadores-em-funcoes-publicas-e-sociais-do-norte
SINDICATO PORTUGUÊS DOS ENGENHEIROS GRADUADOS NA UNIÃO EUROPEIA;https://www.dnb.com/business-directory/company-profiles.SINDICATO_PORTUGU%C3%8AS_DOS_ENGENHEIROS_GRADUADOS_NA_UNI%C3%83O_EUROPEIA.bd90881fb654f0c5c194dbd5d926c780.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIA DE MADEIRAS DOS DISTRITOS DO PORTO E AVEIRO;http://cad.cgtp.pt/ica/index.php/129403;isaar
SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS, SERVIÇOS, ALIMENTAÇÃO HOTELARIA E TURISMO (SINCESAHT);https://dre.pt/home/-/dre/138758380/details/maximized?serie=I&dreId=138755780
SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;https://www.stss.pt/web/
SINDICATO DOS ENGENHEIROS DO NORTE;http://www.sneet.pt/
SINDICATO NACIONAL DOS FARMACÊUTICOS;https://sindicatofarmaceuticos.pt/
SINDICATO NACIONAL DOS PROFISSIONAIS DA INDÚSTRIA E COMÉRCIO DE VESTUÁRIO E DE ARTIGOS TÊXTEIS;http://www.cgtp.pt/contactos/234-porto/88-nac-dos-profissionais-da-industria-e-comercio-de-vestuario-e-de-artigos-texteis-sinpicvat
SINDICATO DOS TRABALHADORES DA CONSTRUÇÃO E REPARAÇÃO NAVAL DOS DISTRITO DO PORTO, BRAGA E VIANA DO CASTELO;https://cdi.upp.pt/cgi-bin/mostraalpha.py?doc=14476
SINDICATO DOS TRABALHADORES DA INDÚSTRIA HOTELEIRA E SIMILARES DOS DISTRITO DO PORTO, VILA REAL E BRAGANÇA;https://www.sindhotelarianorte.com/
SINDICATO DOS TRABALHADORES DO SECTOR FINANCEIRO DE PORTUGAL;http://www.cgtp.pt/contactos/232-lisboa/51-sindicato-dos-trabalhadores-da-actividade-financeira-sintaf
SINDICATO DOS OPERÁRIOS PEDREIROS, MARMORISTAS, MONTANTES E OFÍCIOS CORRELATIVOS DO DISTRITO DO PORTO;http://cad.cgtp.pt/ica/index.php/129401;isaar
SINDICATO DOS TRABALHADORES DOS SECTORES TÊXTEIS, VESTUARIO, CALÇADO E CURTUMES DO DISTRITO DO PORTO;http://www.cgtp.pt/contactos/234-porto/85-sindicato-dos-trabalhadores-dos-sectores-texteis-vestuario-calcado-e-curtumes-do-distrito-do-porto-sintevecc
SINDICATO DA INDÚSTRIA DE FÓSFOROS DE PORTUGAL - DISTRITOS DO PORTO E AVEIRO;https://local.infobel.pt/PT101037730/sindicato_da_industria_de_fosforos_de_portugal_distrito_do_porto_e_de_aveiro-massarelos.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS ALIMENTARES DE CONSERVAS DO NORTE;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-INDUSTRIAS-ALIMENTARES-CONSERVAS-NORTE.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS E SIMILARES DA REGIÃO NORTE;http://www.cgtp.pt/contactos/234-porto/72-sindicato-dos-trabalhadores-das-industrias-de-ceramica-cimentos-e-similares-da-regiao-norte
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CELULOSE, PAPEL, CARTONAGEM E AFINS - ZONA NORTE;http://cdi.upp.pt/cgi-bin/procura.py?expr=Sindicato+dos+Trabalhadores+das+Ind%FAstrias+Celulose+Papel+Cartonagem+Afins+Zona+Norte
SINDICATO DOS OPERÁRIOS CARPINTEIROS, SERRAÇÕES DE MADEIRAS E OFÍCIOS CORRELATIVOS DO DISTRITO DO PORTO;http://cad.cgtp.pt/ica/index.php/129399;isaar
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICA E METALOMECÂNICA DO NORTE;https://www.fiequimetal.pt/index.php/sobre-nos/sindicatos-filiados/site-norte
SINDICATO NACIONAL DOS TRABALHADORES DA INDÚSTRIA E COMÉRCIO DE ALIMENTAÇÃO BEBIDAS E AFINS;https://empresite.jornaldenegocios.pt/SINDICATO-NACIONAL-TRABALHADORES-INDUSTRIA-COMERCIO-ALIMENTACAO-BEBIDAS-AFINS-PORTO.html
SINDICATO DOS OPERÁRIOS ESTUCADORES, TROLHAS E PINTORES DO DISTRITO DO PORTO;http://cad.cgtp.pt/ica/index.php/129397;isaar
SINDICATO DOS TRANSPORTES RODOVIÁRIOS DO DISTRITO DO PORTO;https://www.strup.pt/
SINDICATO DOS TANOEIROS DE PORTUGAL;https://empresite.jornaldenegocios.pt/SINDICATO-TANOEIROS-PORTUGAL.html
SINDICATO DOS OPERÁRIOS DA INDÚSTRIAIS DE CURTUMES;http://www.cgtp.pt/contactos/234-porto/74-sindicato-dos-operarios-da-industria-de-curtumes
SINDICATO DOS FOGUEIROS, ENERGIA E INDÚSTRIAS TRANSFORMADORAS;http://www.sifomate.pt/
UST/CGTPIN;https://www.fenprof.pt/?aba=27&mid=115&cat=95&doc=5028
UNIÃO DOS SINDICATOS DE BENAVENTE E SALVATERRA DE MAGOS;http://sindicatos.cgtp.pt/uniao-santarem/assunto/noticias/page/13/
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE PANIFICAÇÃO E PRODUTOS ALIMENTARES AFINS DO DISTRITO DE SANTARÉM;http://sindicatos.cgtp.pt/sintab/sindicato/historia/
SINDICATO DOS PROFISSIONAIS DA EDUCAÇÃO;https://fne.pt/
SINDICATO NACIONAL DOS TRABALHADORES DA INDÚSTRIA ALIMENTAR;https://www.dnb.com/business-directory/company-profiles.sindicato_nacional_dos_trabalhadores_da_industria_alimentar.d8e6c71fca0dae595a2f48837594e912.html
SINDICATO INDEPENDENTE NACIONAL DOS FERROVIÁRIOS;http://sinfb.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIA DE MADEIRAS DO DISTRITO DE SANTARÉM;https://empresite.jornaldenegocios.pt/SINDICATO-TRABALHADORES-INDUSTRIAS-MADEIRAS-DISTRITO-SANTAREM.html
SINDICATO DOS OPERÁRIOS AGRÍCOLAS DO DISTRITO DE SANTARÉM;https://www.yelp.com/biz/sindicato-dos-operarios-agr%C3%ADcolas-do-distrito-de-santarem-santar%C3%A9m
SINDICATO DOS TRABALHADORES DA INDÚSTRIA ALIMENTAR DO CENTRO, SUL E ILHAS;http://www.cgtp.pt/contactos/235-santarem/89-sindicato-dos-trabalhadores-da-industria-alimentar-do-centro-sul-e-ilhas
SINDICATO DOS TRANSPORTES RODOVIÁRIOS DO DISTRITO DE SANTARÉM;http://sindicatos.cgtp.pt/uniao-santarem/sindicatos/
SINDICATO DOS TRABALHADORES TÊXTEIS DO DISTRITO DE SANTARÉM;http://sindicatos.cgtp.pt/uniao-santarem/sindicatos/
SINDICATO DEMOCRATICO DA CONSTRUÇÃO CIVIL, MADEIRAS, PORTARIAS E AFINS (INDÚSTRIA E COMÉRCIO);https://www.ugt.pt/sindicatos/sindicatos-1?distrito=126
SINDICATO DAS INDÚSTRIAS METALÚRGICAS E AFINS;http://sima.org.pt/
SINDICATO NACIONAL DOS MAQUINISTAS DOS CAMINHOS DE FERRO PORTUGUESES;https://smaq.pt/
SINDICATO DA AGRICULTURA DO RIBATEJO E OESTE;http://www.boletimempresarial.pt/uploads/ficheiros/6ad1e78fbc88df8ee28d43c51d5ad5de07a9980d.pdf
SINDICATO DOS TÉCNICOS DE MANUTENÇÃO DE AERONAVES;https://www.sitema.pt/
SINDICATO NACIONAL DE QUADROS TECNICOS;https://www.snqtb.pt/
SINDICATO DOS TRABALHADORES DOS IMPOSTOS;https://www.stimpostos.pt/
SINDICATO DOS TRABALHADORES DO MUNICÍPIO DE LISBOA;https://www.stml.pt/
SINDICATO LIVRE DOS TRABALHADORES DE SERVIÇOS DE LIMPEZA, PORTARIA, VIGILÂNCIA, MANUTENÇÃO, BENEFICÊNCIA, DOMÉSTICOS E AFINS;http://www.cgtp.pt/contactos/232-lisboa/116-sindicato-dos-trabalhadores-de-servicos-de-portaria-vigilancia-limpeza-domesticas-e-actividades-diversas
SINDICATO DO SERVIÇO DOMÉSTICO;https://www.stad.pt/index.php/contratacao-colectiva/domesticas
SINDICATO DOS PROFISSIONAIS DE BANCA DOS CASINOS;https://www.ugt.pt/sindicatos/sindicatos-1?distrito=131
SINDICATO DOS PROFISSIONAIS DO PENTEADO, ARTE E BELEZA;https://www.guianet.pt/en/sindicato-dos-profissionais-do-penteado-arte-e-beleza-sindpad-333686
SINDICATO LIVRE DOS PESCADORES E PROFISSÕES AFINS;http://www.cgtp.pt/contactos/232-lisboa/115-sindicato-livre-dos-pescadores-e-profissoes-afins
SINDICATO DOS TRABALHADORES DO GRUPO ALTICE EM PORTUGAL;https://stpt.pt/
SINDICATO DOS TRABALHADORES TEXTEIS, LANIFICIOS, VESTUÁRIO, CALÇADO E CURTUMES DO SUL;http://www.cgtp.pt/contactos/232-lisboa/122-sindicato-dos-trabalhadores-texteis-lanificios-vestuario-calcado-e-curtumes-do-sul
SINDICATO NACIONAL DOS COBRADORES E PROFISSÕES SIMILARES;https://digitarq.arquivos.pt/details?id=7743188
SINDICATO DE QUADROS DAS COMUNICAÇÕES;https://sinquadros.pt/
SINDICATO DOS ENGENHEIROS;http://www.sers.pt/
SINDICATO DOS TRABALHADORES E TECNICOS DE SERVIÇOS, COMERCIO, RESTAURAÇAO E TURISMO;https://www.sitese.pt/quemsomos.php
SINDICATO DOS TRABALHADORES DA CONSTRUÇÃO, MADEIRAS, MÁRMORES E CORTIÇAS DO SUL;http://www.cgtp.pt/contactos/232-lisboa/56-sindicato-dos-trabalhadores-das-industrias-de-ceramica-cimentos-e-similares-construcao-madeiras-marmores-e-corticas-do-sul-e-regioes-autonomas
SINDICATO DOS OFICIAIS E ENGENHEIROS MAQUINISTAS DA MARINHA MERCANTE;https://soemmm.pt/
SINDICATO DOS TÉCNICOS DE PRÓTESE DENTÁRIA;https://www.stss.pt/web/profissionais-e-estudantes/profissoes/protese-dentaria
SINDICATO DOS ENFERMEIROS PORTUGUESES;https://www.sep.org.pt/
SINDICATO DOS TRABALHADORES DE SERVIÇOS DE PORTARIA, VIGILÂNCIA, LIMPEZA, DOMÉSTICAS E ACTIVIDADES DIVERSAS;https://www.stad.pt/
SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DO DISTRITO DE LISBOA;https://www.cesp1.net/
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE FÓSFOROS DO DISTRITO DE LISBOA;http://sindicatos.cgtp.pt/sintab/sindicato/historia/
SINDICATO DOS TRANSPORTES RODOVIÁRIOS DO DISTRITO DE LISBOA;https://www.strup.pt/
SINDICATO DOS AGENTES TECNICOS DE ARQUITECTURA E ENGENHARIA;https://www.satae.pt/
SINDICATO DOS TRABALHADORES GRÁFICOS DO SUL E ILHAS ADJACENTES;https://ephemerajpp.com/category/org/sindicatos/sindicato-dos-trabalhadores-graficos-do-sul-e-ilhas-adjacentes/
SINDICATO NACIONAL DOS PSICÓLOGOS;http://www.snp.pt/
SINDICATO DOS TRABALHADORES DE TELECOMUNICAÇÕES E COMUNICAÇÃO AUDIOVISUAL;https://www.stt.org.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CALÇADO, MALAS, LUVAS , COMPONENTES E SIMILARES DO CENTRO, SUL E ILHAS;https://www.apiccaps.pt/apiccaps/quem-somos/123.html
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE PANIFICAÇÃO E PRODUTOS ALIMENTARES AFINS DO DISTRITOS DE LISBOA;http://sindicatos.cgtp.pt/sintab/sindicato/historia/
SINDICATO DAS INDÚSTRIAS DE OURIVESARIA, RELOJOARIA E CORRELATIVOS DO SUL;http://www.ahsocial.ics.ulisboa.pt/atom/sindicato-das-industrias-de-ourivesaria-relojoaria-e-correlativos-do-sul
SINDICATO DOS TRABALHADORES DOS TRANSPORTES RODOVIÁRIOS, GARAGENS, POSTOS DE ABASTECIMENTOS E OFÍCIOS CORRELATIVOS DO CENTRO E SUL;http://arquivo.sinbad.ua.pt/Cartazes/?sb=1&pg=25
SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE TABACOS;http://sindicatos.cgtp.pt/sintab/
ASSOCIAÇAO NACIONAL DE DENTISTAS PORTUGUSES;https://www.omd.pt/
SINDICATO NACIONAL DOS TRABALHADORES DOS CORREIOS E TELECOMUNICAÇOES;https://www.sntct.pt/
SINDICATO NACIONAL DOS TRABALHADORES DAS TELECOMUNICAÇÕES, COMUNICAÇÕES E AUDIOVISUAL;https://www.stt.org.pt/
SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS QUIMICAS DO CENTRO E ILHAS;http://cad.cgtp.pt/ica/index.php/148721;isaar
SINDICATO NACIONAL DOS TOUREIROS PORTUGUESES;https://www.guianet.pt/en/sindicato-nacional-dos-toureiros-portugueses-333654
SINDICATO DOS TRABALHADORES ADUANEIROS EM DESPACHANTES E EMPRESAS;http://www.cgtp.pt/contactos/232-lisboa/41-sindicato-dos-trabalhadores-aduaneiros-em-despachantes-e-empresas
SINDICATO NACIONAL DOS ENGENHEIROS, ENGENHEIROS TÉCNICOS E ARQUITECTOS;http://www.sneet.pt/
SINDICATO NACIONAL DOS TRABALHADORES E TÉCNICOS DA AGRICULTURA, FLORESTAS E PECUÁRIA;https://www.cap.pt/noticias-cap/actividades-cap/cap-e-sindicato-dos-trabalhadores-da-agricultura-firmam-acordo
SINDICATO DOS JORNALISTAS;https://jornalistas.eu/
SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE;http://www.cgtp.pt/contactos/232-lisboa/123-sindicato-dos-transportes-fluviais-costeiros-e-da-marinha-mercante
SINDICATO DA MARINHA MERCANTE, INDÚSTRIAS E ENERGIA;https://sitemaq.pt/
SINDICATO DOS TRABALHADORES DE ESCRITÓRIO, COMÉRCIO E SERVIÇOS DO DISTRITO DE PORTALEGRE;https://www.cesp1.net/contrata%C3%A7%C3%A3o-colectiva/com%C3%A9rcio/cct-para-o-com%C3%A9rcio-do-distrito-de-portalegre-retalhista/
SINDICATO DOS TRANSPORTES RODOVIÁRIOS DO DISTRITO DE PORTALEGRE;https://empresite.jornaldenegocios.pt/SINDICATO-TRANSPORTES-RODOVIARIOS-DISTRITO-PORTALEGRE.html
SINDICATO DOS OPERÁRIOS CORTICEIROS DO DISTRITO DE PORTALEGRE;http://www.cgtp.pt/contactos/233-portalegre/68-sindicato-dos-operarios-corticeiros-do-distrito-de-portalegre
UGT PORTALEGRE - UNIÃO GERAL DE TRABALHADORES DE PORTALEGRE;https://linhasdeelvas.pt/2020/10/16/ugt-portalegre-critica-actuacao-da-plataforma-pla-reposicao-das-scut-na-a23-e-a25/
